Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Class
"s0.073874"	"s0.051525"	"s0.094923"	"s0.090201"	"s-70.378692"	"s5.767081"	"s0.81742"	"s0.851384"	"s0.671133"	"s1.009991"	"s0.699417"	"s0.265426"	"s0.377748"	"s0.390098"	"s0.45746"	"s0.358284"	"s0.299145"	"s0.028956"	"s0.025286"	"s0.053695"	"s0.039813"	"s3.012868"	"s1.006014"	"s0.774043"	"s0.881251"	"s0.666427"	"s0.586868"	"s0.588469"	"s0.525037"	"s0.469631"	"s0.511813"	"s0.48746"	"s0.474184"	"s0.514188"	"s0.015566"	"s0.012695"	"s0.031135"	"s0.011477"	"s1.578771"	"s0.952066"	"s0.443009"	"s0.914826"	"s0.397445"	"s0.359859"	"s0.348052"	"s0.272214"	"s0.268351"	"s0.294222"	"s0.190635"	"s0.263508"	"s0.247805"	"s0.011252"	"s0.015081"	"s0.036604"	"s0.031842"	"s1.97867"	"s0.269092"	"s0.183446"	"s0.27771"	"s0.153109"	"s0.125019"	"s0.132349"	"s0.098802"	"s0.073435"	"s0.098513"	"s0.088136"	"s0.075407"	"s0.099513"	true
"s0.041941"	"s0.028512"	"s0.054514"	"s0.09318"	"s-79.352108"	"s6.496641"	"s0.703808"	"s2.107534"	"s0.706465"	"s1.055395"	"s0.874947"	"s0.674126"	"s0.640351"	"s0.374919"	"s0.458063"	"s0.70429"	"s0.506249"	"s0.023404"	"s0.017726"	"s0.065786"	"s0.041995"	"s4.326514"	"s1.58919"	"s0.829099"	"s0.838917"	"s0.638589"	"s0.675031"	"s0.603808"	"s0.614523"	"s0.507714"	"s0.545137"	"s0.516309"	"s0.468845"	"s0.443034"	"s0.016936"	"s0.012059"	"s0.030698"	"s0.010026"	"s5.485416"	"s0.974061"	"s0.477452"	"s0.576639"	"s0.531374"	"s0.527021"	"s0.557318"	"s0.528262"	"s0.26461"	"s0.366414"	"s0.328214"	"s0.26303"	"s0.194761"	"s0.008395"	"s0.013704"	"s0.049158"	"s0.031383"	"s1.884912"	"s0.394007"	"s0.229172"	"s0.374039"	"s0.161821"	"s0.222361"	"s0.113697"	"s0.154966"	"s0.098864"	"s0.158953"	"s0.10945"	"s0.089186"	"s0.084034"	false
"s0.054217"	"s0.036344"	"s0.07121"	"s0.094701"	"s-72.045005"	"s6.126413"	"s0.547348"	"s1.62125"	"s0.67675"	"s1.017922"	"s0.434285"	"s0.700138"	"s0.469317"	"s0.572547"	"s0.543059"	"s0.277818"	"s0.258263"	"s0.022164"	"s0.018338"	"s0.04789"	"s0.040477"	"s3.70005"	"s1.275012"	"s0.884017"	"s0.832897"	"s0.583538"	"s0.616527"	"s0.636088"	"s0.509658"	"s0.489908"	"s0.47254"	"s0.559353"	"s0.498271"	"s0.482373"	"s0.013109"	"s0.009994"	"s0.024329"	"s0.009798"	"s2.64214"	"s0.577098"	"s0.522491"	"s0.632539"	"s0.273092"	"s0.274474"	"s0.263054"	"s0.226188"	"s0.22372"	"s0.267855"	"s0.230161"	"s0.182635"	"s0.199625"	"s0.004699"	"s0.01272"	"s0.027218"	"s0.031518"	"s2.146089"	"s0.272144"	"s0.238619"	"s0.268174"	"s0.113555"	"s0.127311"	"s0.134151"	"s0.095158"	"s0.115249"	"s0.094706"	"s0.109252"	"s0.10899"	"s0.073833"	false
"s0.134922"	"s0.101955"	"s0.215914"	"s0.092953"	"s-65.446809"	"s3.589581"	"s-0.078487"	"s1.245103"	"s0.345919"	"s0.959522"	"s0.025343"	"s0.686724"	"s0.543907"	"s0.594126"	"s0.449995"	"s0.297388"	"s0.212033"	"s0.049844"	"s0.049995"	"s0.110557"	"s0.041967"	"s3.718834"	"s1.012425"	"s0.920931"	"s0.893392"	"s0.692985"	"s0.647869"	"s0.640154"	"s0.590615"	"s0.616891"	"s0.579897"	"s0.581808"	"s0.543711"	"s0.531742"	"s0.018578"	"s0.017591"	"s0.034786"	"s0.011767"	"s1.781504"	"s0.491803"	"s0.640836"	"s0.522421"	"s0.403513"	"s0.385695"	"s0.479434"	"s0.301962"	"s0.398724"	"s0.304004"	"s0.281927"	"s0.263436"	"s0.315428"	"s0.014345"	"s0.01498"	"s0.030433"	"s0.031592"	"s1.702245"	"s0.243301"	"s0.242777"	"s0.18363"	"s0.119286"	"s0.116878"	"s0.11428"	"s0.103004"	"s0.140796"	"s0.10522"	"s0.13176"	"s0.105036"	"s0.079349"	true
"s0.103998"	"s0.079401"	"s0.168848"	"s0.092112"	"s-64.613984"	"s5.203006"	"s-1.256979"	"s1.840646"	"s0.320002"	"s0.417567"	"s0.241787"	"s0.368649"	"s0.845149"	"s0.601628"	"s0.521276"	"s0.330337"	"s0.110801"	"s0.023647"	"s0.021029"	"s0.047803"	"s0.043195"	"s2.277966"	"s0.898643"	"s0.899256"	"s0.558632"	"s0.541569"	"s0.497219"	"s0.453639"	"s0.460934"	"s0.450637"	"s0.409125"	"s0.412697"	"s0.43931"	"s0.408746"	"s0.01865"	"s0.016715"	"s0.034132"	"s0.010949"	"s2.805468"	"s0.540172"	"s0.930948"	"s0.416923"	"s0.379594"	"s0.364978"	"s0.278807"	"s0.323087"	"s0.413379"	"s0.514194"	"s0.34974"	"s0.237791"	"s0.386843"	"s0.019533"	"s0.018365"	"s0.04641"	"s0.030924"	"s1.937804"	"s0.356517"	"s0.363899"	"s0.120506"	"s0.130954"	"s0.11607"	"s0.066388"	"s0.094561"	"s0.090433"	"s0.062491"	"s0.057955"	"s0.092617"	"s0.060599"	false
"s0.082842"	"s0.060143"	"s0.123415"	"s0.085819"	"s-74.507241"	"s5.926597"	"s0.312046"	"s1.684685"	"s0.62804"	"s0.953509"	"s0.806159"	"s0.26114"	"s0.48581"	"s0.460055"	"s0.66312"	"s0.600556"	"s0.437161"	"s0.030437"	"s0.025819"	"s0.073556"	"s0.036893"	"s3.674979"	"s1.1565"	"s0.764965"	"s0.777854"	"s0.618866"	"s0.61647"	"s0.599884"	"s0.516086"	"s0.510167"	"s0.4402"	"s0.479177"	"s0.435503"	"s0.456196"	"s0.022386"	"s0.020679"	"s0.041702"	"s0.010442"	"s3.746807"	"s0.989769"	"s0.736182"	"s0.712305"	"s0.352938"	"s0.660283"	"s0.528184"	"s0.381399"	"s0.331091"	"s0.303331"	"s0.247711"	"s0.323279"	"s0.287506"	"s0.024954"	"s0.02677"	"s0.051554"	"s0.032361"	"s1.983065"	"s0.294183"	"s0.278853"	"s0.316347"	"s0.277026"	"s0.180014"	"s0.18713"	"s0.129277"	"s0.111252"	"s0.099118"	"s0.094104"	"s0.087325"	"s0.103029"	true
"s0.11195"	"s0.070161"	"s0.187955"	"s0.08999"	"s-67.06967"	"s2.887855"	"s0.248619"	"s3.036154"	"s0.466802"	"s0.8297"	"s1.007001"	"s0.563231"	"s0.155059"	"s0.758303"	"s0.39135"	"s0.246349"	"s0.258566"	"s0.032535"	"s0.029479"	"s0.073339"	"s0.042047"	"s2.096797"	"s0.617086"	"s0.643423"	"s0.62741"	"s0.507091"	"s0.469088"	"s0.45029"	"s0.43753"	"s0.446353"	"s0.400733"	"s0.459964"	"s0.393872"	"s0.425665"	"s0.030306"	"s0.025037"	"s0.069152"	"s0.009167"	"s2.923575"	"s0.681631"	"s0.332335"	"s0.46263"	"s0.429107"	"s0.240201"	"s0.206001"	"s0.187026"	"s0.270388"	"s0.264425"	"s0.184735"	"s0.210629"	"s0.274745"	"s0.004657"	"s0.010857"	"s0.032067"	"s0.031579"	"s1.94725"	"s0.232513"	"s0.181032"	"s0.17772"	"s0.0979"	"s0.068318"	"s0.053337"	"s0.079082"	"s0.122751"	"s0.045533"	"s0.083108"	"s0.060486"	"s0.127003"	false
"s0.136112"	"s0.107709"	"s0.267896"	"s0.096886"	"s-69.543348"	"s3.153743"	"s1.49731"	"s0.802287"	"s1.106864"	"s0.684654"	"s0.231971"	"s0.664192"	"s0.35647"	"s0.575264"	"s0.410916"	"s0.409887"	"s0.577682"	"s0.09495"	"s0.09274"	"s0.237835"	"s0.043066"	"s5.329356"	"s1.660138"	"s1.393058"	"s1.018953"	"s0.921647"	"s0.779989"	"s0.746417"	"s0.711864"	"s0.680941"	"s0.687684"	"s0.611745"	"s0.64533"	"s0.675285"	"s0.041621"	"s0.039293"	"s0.086795"	"s0.010966"	"s2.644532"	"s0.646547"	"s0.591397"	"s0.596378"	"s0.537891"	"s0.304903"	"s0.304093"	"s0.351235"	"s0.243945"	"s0.264374"	"s0.192946"	"s0.161629"	"s0.275123"	"s0.023991"	"s0.025751"	"s0.052871"	"s0.031285"	"s1.598852"	"s0.398348"	"s0.297416"	"s0.210323"	"s0.244139"	"s0.177511"	"s0.138251"	"s0.138617"	"s0.143106"	"s0.141418"	"s0.11318"	"s0.158138"	"s0.169111"	false
"s0.172593"	"s0.134662"	"s0.299826"	"s0.085902"	"s-63.597294"	"s2.888894"	"s0.148241"	"s1.862208"	"s-0.156726"	"s0.308501"	"s0.455141"	"s0.862906"	"s0.257224"	"s0.379943"	"s0.939614"	"s0.146175"	"s0.292926"	"s0.03562"	"s0.034884"	"s0.074503"	"s0.039031"	"s1.959658"	"s0.791872"	"s0.623111"	"s0.663752"	"s0.545943"	"s0.533809"	"s0.490865"	"s0.505423"	"s0.4694"	"s0.490972"	"s0.452081"	"s0.494956"	"s0.53601"	"s0.032948"	"s0.028115"	"s0.050468"	"s0.0106"	"s2.037412"	"s1.187392"	"s0.282847"	"s0.555168"	"s0.279261"	"s0.340286"	"s0.216479"	"s0.240129"	"s0.213447"	"s0.284985"	"s0.274854"	"s0.383296"	"s0.402761"	"s0.010647"	"s0.012673"	"s0.032371"	"s0.032184"	"s2.306033"	"s0.430652"	"s0.16783"	"s0.206209"	"s0.13313"	"s0.088307"	"s0.074843"	"s0.080146"	"s0.063284"	"s0.099531"	"s0.083138"	"s0.096127"	"s0.12955"	true
"s0.086081"	"s0.060671"	"s0.133578"	"s0.089102"	"s-67.226328"	"s6.070547"	"s0.005132"	"s1.516119"	"s0.636333"	"s0.372861"	"s0.31969"	"s0.713678"	"s0.549754"	"s0.402475"	"s0.405084"	"s0.213925"	"s0.65746"	"s0.034211"	"s0.025206"	"s0.077758"	"s0.041616"	"s2.698921"	"s1.272991"	"s0.819078"	"s0.806143"	"s0.577315"	"s0.54746"	"s0.542525"	"s0.489473"	"s0.476911"	"s0.511145"	"s0.47498"	"s0.457827"	"s0.434526"	"s0.015324"	"s0.01257"	"s0.037864"	"s0.009595"	"s2.013634"	"s0.73583"	"s0.430233"	"s0.440319"	"s0.281478"	"s0.215546"	"s0.275586"	"s0.22762"	"s0.180344"	"s0.231657"	"s0.191382"	"s0.244857"	"s0.210296"	"s0.014402"	"s0.014992"	"s0.04643"	"s0.032142"	"s1.655379"	"s0.326532"	"s0.164486"	"s0.216714"	"s0.131584"	"s0.111506"	"s0.106495"	"s0.083257"	"s0.075473"	"s0.09058"	"s0.092795"	"s0.075804"	"s0.073608"	false
"s0.056842"	"s0.031497"	"s0.073868"	"s0.097903"	"s-75.825762"	"s5.483498"	"s3.035514"	"s2.600042"	"s0.429471"	"s0.288542"	"s0.484653"	"s0.43785"	"s0.584065"	"s0.704625"	"s0.677995"	"s0.438698"	"s0.513609"	"s0.041661"	"s0.02607"	"s0.115242"	"s0.044208"	"s4.415413"	"s1.931984"	"s1.116965"	"s0.828698"	"s0.754411"	"s0.607714"	"s0.523822"	"s0.517068"	"s0.496173"	"s0.521808"	"s0.450953"	"s0.448903"	"s0.402244"	"s0.015793"	"s0.012525"	"s0.030774"	"s0.010328"	"s2.687169"	"s0.660357"	"s0.583615"	"s0.412821"	"s0.291033"	"s0.256911"	"s0.183486"	"s0.332157"	"s0.226197"	"s0.253674"	"s0.275778"	"s0.156571"	"s0.178631"	"s0.017824"	"s0.020398"	"s0.070671"	"s0.031309"	"s2.042139"	"s0.270482"	"s0.22043"	"s0.203372"	"s0.152928"	"s0.114226"	"s0.105523"	"s0.123026"	"s0.110127"	"s0.147856"	"s0.099163"	"s0.081907"	"s0.071503"	true
"s0.128719"	"s0.102575"	"s0.216632"	"s0.091751"	"s-74.389315"	"s3.571692"	"s-0.035102"	"s1.963853"	"s0.346497"	"s0.765623"	"s0.914138"	"s0.283804"	"s0.933987"	"s0.420148"	"s0.836676"	"s0.106278"	"s0.206565"	"s0.055851"	"s0.055719"	"s0.120633"	"s0.03898"	"s4.579506"	"s1.474654"	"s1.129082"	"s1.124863"	"s0.801656"	"s0.69863"	"s0.632477"	"s0.6214"	"s0.579492"	"s0.669147"	"s0.608436"	"s0.601546"	"s0.536694"	"s0.030415"	"s0.028217"	"s0.060592"	"s0.010207"	"s2.516981"	"s0.922941"	"s0.971417"	"s0.808706"	"s0.458694"	"s0.522825"	"s0.356488"	"s0.34737"	"s0.49471"	"s0.554778"	"s0.402247"	"s0.323078"	"s0.381286"	"s0.021019"	"s0.01873"	"s0.046207"	"s0.031977"	"s1.985713"	"s0.431472"	"s0.339324"	"s0.296321"	"s0.176131"	"s0.151489"	"s0.114829"	"s0.129018"	"s0.106202"	"s0.194421"	"s0.157073"	"s0.148931"	"s0.146789"	true
"s0.096388"	"s0.070621"	"s0.161683"	"s0.091324"	"s-66.688857"	"s4.823289"	"s-0.164652"	"s1.308606"	"s0.506167"	"s0.697976"	"s0.438306"	"s0.32166"	"s0.472327"	"s0.140579"	"s0.5485"	"s0.329164"	"s0.760568"	"s0.0483"	"s0.043526"	"s0.114966"	"s0.040722"	"s4.374422"	"s1.551746"	"s1.168377"	"s0.970282"	"s0.782221"	"s0.621359"	"s0.59351"	"s0.685179"	"s0.599294"	"s0.569255"	"s0.622204"	"s0.548514"	"s0.54351"	"s0.019386"	"s0.018006"	"s0.048707"	"s0.0098"	"s2.052586"	"s0.595853"	"s0.710347"	"s0.645265"	"s0.34757"	"s0.300221"	"s0.271819"	"s0.411127"	"s0.297801"	"s0.266268"	"s0.344316"	"s0.330421"	"s0.26751"	"s0.019871"	"s0.01904"	"s0.050995"	"s0.031821"	"s1.958328"	"s0.499464"	"s0.308858"	"s0.312633"	"s0.235925"	"s0.151112"	"s0.132904"	"s0.179542"	"s0.136571"	"s0.127184"	"s0.165416"	"s0.13108"	"s0.157698"	false
"s0.134227"	"s0.100148"	"s0.230999"	"s0.089736"	"s-67.806809"	"s4.590742"	"s-0.69861"	"s2.226741"	"s-0.263723"	"s0.351422"	"s0.605155"	"s0.528575"	"s0.451586"	"s0.793756"	"s0.509453"	"s0.399557"	"s0.518382"	"s0.035836"	"s0.032476"	"s0.071267"	"s0.037618"	"s2.58887"	"s0.990735"	"s0.762613"	"s0.778689"	"s0.585846"	"s0.505301"	"s0.556896"	"s0.490655"	"s0.47962"	"s0.494112"	"s0.410819"	"s0.398887"	"s0.435273"	"s0.02034"	"s0.014544"	"s0.038653"	"s0.010246"	"s1.32584"	"s0.618488"	"s0.492859"	"s0.329751"	"s0.272784"	"s0.27892"	"s0.28793"	"s0.208175"	"s0.175834"	"s0.31131"	"s0.136529"	"s0.151927"	"s0.156431"	"s0.010878"	"s0.013102"	"s0.036031"	"s0.032359"	"s1.794791"	"s0.19799"	"s0.157871"	"s0.17854"	"s0.109197"	"s0.095526"	"s0.134277"	"s0.099042"	"s0.090172"	"s0.100395"	"s0.057864"	"s0.063579"	"s0.077025"	true
"s0.05907"	"s0.037309"	"s0.111086"	"s0.088447"	"s-74.119898"	"s4.888275"	"s1.191623"	"s1.07736"	"s0.892536"	"s0.683786"	"s0.975129"	"s0.654224"	"s0.599067"	"s0.579523"	"s0.933261"	"s0.665707"	"s0.407799"	"s0.045232"	"s0.03427"	"s0.179557"	"s0.040478"	"s4.650535"	"s1.230413"	"s1.041207"	"s0.805019"	"s0.650915"	"s0.517553"	"s0.559419"	"s0.538242"	"s0.468417"	"s0.540674"	"s0.534943"	"s0.518824"	"s0.557278"	"s0.020083"	"s0.016552"	"s0.044968"	"s0.00896"	"s2.158262"	"s0.383307"	"s0.578094"	"s0.411353"	"s0.32802"	"s0.269401"	"s0.241527"	"s0.218148"	"s0.219505"	"s0.249279"	"s0.271205"	"s0.221085"	"s0.280754"	"s0.012792"	"s0.014481"	"s0.075885"	"s0.031893"	"s1.759721"	"s0.156494"	"s0.2611"	"s0.195806"	"s0.188635"	"s0.080343"	"s0.094373"	"s0.108129"	"s0.073149"	"s0.143885"	"s0.124848"	"s0.13894"	"s0.125826"	true
"s0.116673"	"s0.083642"	"s0.194254"	"s0.090611"	"s-74.069488"	"s3.77654"	"s-0.303294"	"s2.64085"	"s-0.127398"	"s0.856379"	"s0.167767"	"s1.278999"	"s0.068787"	"s0.80989"	"s0.103228"	"s1.026339"	"s0.416932"	"s0.047437"	"s0.043896"	"s0.098075"	"s0.041594"	"s4.115923"	"s1.184372"	"s0.895479"	"s0.784908"	"s0.70594"	"s0.582735"	"s0.559328"	"s0.53322"	"s0.525623"	"s0.484822"	"s0.485564"	"s0.45766"	"s0.451064"	"s0.023854"	"s0.018814"	"s0.047499"	"s0.009785"	"s2.190367"	"s0.848892"	"s0.434844"	"s0.425008"	"s0.415903"	"s0.313996"	"s0.387483"	"s0.271929"	"s0.28101"	"s0.185881"	"s0.224513"	"s0.248385"	"s0.177504"	"s0.010781"	"s0.013879"	"s0.026141"	"s0.03127"	"s2.045613"	"s0.279602"	"s0.239403"	"s0.220249"	"s0.178944"	"s0.149114"	"s0.136874"	"s0.086269"	"s0.113863"	"s0.074713"	"s0.064755"	"s0.068055"	"s0.063013"	false
"s0.138663"	"s0.097753"	"s0.233442"	"s0.087232"	"s-67.342553"	"s2.72763"	"s1.37095"	"s1.956087"	"s0.935933"	"s0.827882"	"s0.259756"	"s0.60384"	"s0.637122"	"s0.569449"	"s0.483197"	"s0.553103"	"s0.404085"	"s0.060244"	"s0.057371"	"s0.138929"	"s0.038436"	"s4.205884"	"s1.130817"	"s1.107291"	"s0.992411"	"s0.714883"	"s0.689808"	"s0.657806"	"s0.646824"	"s0.531483"	"s0.596165"	"s0.546626"	"s0.495081"	"s0.567087"	"s0.024935"	"s0.024143"	"s0.055681"	"s0.010011"	"s3.004596"	"s0.743195"	"s1.262094"	"s0.573163"	"s0.388192"	"s0.502108"	"s0.480567"	"s0.37999"	"s0.268236"	"s0.386424"	"s0.352068"	"s0.314156"	"s0.427596"	"s0.029059"	"s0.03095"	"s0.048461"	"s0.03234"	"s1.899943"	"s0.490966"	"s0.388489"	"s0.229549"	"s0.151615"	"s0.186078"	"s0.145391"	"s0.146437"	"s0.108715"	"s0.146892"	"s0.144724"	"s0.083805"	"s0.173234"	true
"s0.057685"	"s0.039893"	"s0.102266"	"s0.102091"	"s-73.96747"	"s8.343403"	"s1.623593"	"s1.172622"	"s-0.5777"	"s0.306673"	"s0.173966"	"s0.779492"	"s0.320233"	"s0.422084"	"s0.192437"	"s0.174948"	"s0.243937"	"s0.035624"	"s0.025186"	"s0.13139"	"s0.053161"	"s5.961368"	"s2.788005"	"s1.156573"	"s1.030678"	"s0.909354"	"s0.576006"	"s0.524928"	"s0.571644"	"s0.486753"	"s0.466342"	"s0.443789"	"s0.489739"	"s0.364158"	"s0.012093"	"s0.011278"	"s0.03516"	"s0.011971"	"s2.853241"	"s1.094397"	"s0.66823"	"s0.39417"	"s0.25641"	"s0.264456"	"s0.197583"	"s0.138761"	"s0.150385"	"s0.13958"	"s0.137618"	"s0.161734"	"s0.123692"	"s0.010543"	"s0.014527"	"s0.076787"	"s0.029857"	"s2.334166"	"s0.50846"	"s0.234174"	"s0.186584"	"s0.165583"	"s0.094491"	"s0.107866"	"s0.074568"	"s0.088752"	"s0.087815"	"s0.068925"	"s0.0829"	"s0.054042"	false
